Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Gravity_X,Gravity_Y,Gravity_Z,Orientation_Azimuth,Position_X,Position_Y,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Step_Count
2026-01-07 14:13:28.397,-0.022146367,2.5833437,9.619304,-0.046337638,-0.052063264,-0.01904104,45.9375,-18.0375,-28.575,0.06819682,2.5698252,9.463707,257.72412,0.0,0.0,-0.090343185,0.013518572,0.15559673,0
2026-01-07 14:13:28.447,0.018555064,2.468422,9.403227,0.06338137,0.07469947,-0.006258244,45.9,-17.85,-28.500002,0.06437863,2.5684993,9.464093,257.66226,0.0,0.0,-0.045823563,-0.10007739,-0.060866356,0
2026-01-07 14:13:28.497,0.12629414,2.493561,9.389461,0.15712187,0.20572312,0.0118507175,45.3375,-18.13125,-28.331251,0.0038133494,2.6068645,9.453816,257.1717,0.0,0.0,0.12248079,-0.11330342,-0.06435585,0
2026-01-07 14:13:28.547,0.5805939,1.6214731,9.6767645,0.4917382,0.37722564,-0.13941237,45.5625,-18.393751,-27.54375,-0.075645596,2.6844788,9.431767,253.39334,0.0,0.0,0.6562395,-1.0630057,0.24499702,0
2026-01-07 14:13:28.597,-1.2491747,4.3556514,10.441113,0.88054824,0.77668804,-0.2450036,46.256252,-18.45,-26.925001,-0.45798337,3.0154607,9.320281,263.7071,0.0,0.0,-0.79119134,1.3401906,1.1208324,0
2026-01-07 14:13:28.647,-0.81761986,3.342904,7.0012445,0.0015978495,0.015046417,0.0118507175,47.04375,-18.150002,-25.331251,-0.59387535,3.2991228,9.215937,265.71652,0.0,0.0,-0.22374451,0.04378128,-2.214692,0
2026-01-07 14:13:28.697,-0.51475334,2.1996727,9.498397,-0.4798875,0.006524552,0.0033288533,47.04375,-17.681252,-25.181252,-0.6272929,3.1449535,9.267478,256.45535,0.0,0.0,0.11253953,-0.9452808,0.23091888,0
2026-01-07 14:13:28.747,-0.2801216,2.6629508,9.592369,-0.091077425,0.44007438,-0.146869,46.987503,-17.868752,-25.706251,-0.687213,2.9885187,9.314874,257.8139,0.0,0.0,0.4070914,-0.32556796,0.27749538,0
2026-01-07 14:13:28.797,-1.5496471,3.8175547,9.363723,0.05912043,0.26431096,-0.07869409,47.456253,-18.112501,-26.550001,-0.9287065,3.00157,9.289697,264.437,0.0,0.0,-0.62094057,0.8159847,0.07402611,0
2026-01-07 14:13:28.847,-0.45968673,2.4720132,9.229049,-0.067642294,-0.0115844095,0.16098334,48.131252,-17.587502,-25.81875,-0.9747721,3.006622,9.283341,258.27893,0.0,0.0,0.51508534,-0.53460884,-0.05429268,0
2026-01-07 14:13:28.897,-1.4760253,2.5785553,8.422203,0.12836058,0.66057765,0.26005,48.0,-17.79375,-26.062502,-1.0259218,3.0076768,9.277486,260.4052,0.0,0.0,-0.45010352,-0.4291215,-0.8552828,0
2026-01-07 14:13:28.947,-2.0428526,4.1264067,10.518327,0.23168819,1.1548457,0.5210321,47.49375,-18.075,-25.800001,-1.4123518,3.1023285,9.195172,263.82605,0.0,0.0,-0.6305008,1.0240781,1.3231544,0
2026-01-07 14:13:28.997,-1.4730326,3.300407,7.93199,0.34353766,0.98334324,0.39320415,46.21875,-17.925001,-25.29375,-1.8002636,3.321878,9.049562,264.43298,0.0,0.0,0.32723105,-0.021471024,-1.1175723,0
2026-01-07 14:13:29.047,-1.9309237,4.0922894,8.163031,0.2711018,-0.41530773,0.29946363,45.675003,-17.737501,-24.206251,-1.9558092,3.4956384,8.951297,268.52197,0.0,0.0,0.024885535,0.5966511,-0.7882662,0
2026-01-07 14:13:29.097,-2.110489,4.0360255,9.551667,0.05379427,0.42516112,0.08002563,44.625,-18.31875,-23.25,-1.891791,3.568761,8.936189,263.18738,0.0,0.0,-0.19595301,0.46187758,0.5945301,0
2026-01-07 14:13:29.147,-1.8357542,3.982156,9.553463,0.13794768,0.17057043,0.009720251,44.081253,-18.825,-22.743752,-2.0619223,3.6197557,8.8778515,261.52695,0.0,0.0,0.22616816,0.3624003,0.6756115,0
2026-01-07 14:13:29.199,-2.1350293,3.7152026,8.197148,0.14114338,-0.4772244,0.04806864,44.006252,-18.825,-22.3125,-1.9826741,3.7136896,8.857081,263.65222,-0.4936595,-0.07937438,-0.1523552,0.0015130043,-0.6599331,1
