Timestamp,MAC_Address,RSSI,Device_Name,Payload_Hex,Payload_Length,Connectable
2026-01-05 19:38:04.954,C1:42:43:44:45:46,-67,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:06.046,C0:10:83:10:51:87,-55,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:06.961,C1:42:43:44:45:46,-70,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:08.621,E7:4F:E3:A1:19:CF,-63,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:10.964,C1:42:43:44:45:46,-69,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:12.971,C1:42:43:44:45:46,-67,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:14.064,C0:10:83:10:51:87,-58,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:14.978,C1:42:43:44:45:46,-70,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:16.080,C0:10:83:10:51:87,-57,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:16.632,E7:4F:E3:A1:19:CF,-64,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:16.988,C1:42:43:44:45:46,-75,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:18.084,C0:10:83:10:51:87,-57,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:19.052,E7:4F:E3:A1:19:CF,-63,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:20.855,C0:10:83:10:51:87,-67,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:22.298,C0:10:83:10:51:87,-67,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:22.751,E7:4F:E3:A1:19:CF,-74,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:23.205,C1:42:43:44:45:46,-68,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:25.009,C1:42:43:44:45:46,-64,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:26.659,E7:4F:E3:A1:19:CF,-73,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:38:27.013,C1:42:43:44:45:46,-66,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:28.100,C0:10:83:10:51:87,-56,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
